,Facility Id,Primary NAICS Code,Latest Reported Industry Type (sectors),2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
6203,1003601,562212,Waste,147573.4,261268.3,288394.0,232590.25,277989.4,237791.4,154656.55,198922.2,422921.1,231891.2
6206,1000633,327310,Minerals,861909.36,796965.43,810243.82,868203.51,846667.17,735889.3,834813.6,716168.83,787080.22,595787.2
6207,1000714,331110,Metals,96970.988,98896.092,103704.748,78243.74,79483.184,84075.936,100988.272,16412.0,19587.19,19299.94
6208,1005146,311615,Other,54539.044,52171.004,57326.684,54157.396,52084.204,44315.384,45305.58,49535.764,51633.506,39491.552
6209,1003481,562212,Waste,92816.864,102852.5,83804.152,71560.634,83469.474,58298.568,40973.398,44682.5,41129.25,41410.5
6210,1006011,813990,Other,69566.762,71974.45,55810.74,69560.088,58457.38,69480.588,75650.616,74387.22,73066.124,74222.72
6211,1006493,221330,Power Plants,24668.308,26270.252,27817.096,26993.046,27059.848,27448.396,28713.492,28170.644,25089.056,29259.14
6212,1002814,928110,Other,15942.088,17311.584,17940.63,13394.146,21724.338,34403.758,48754.262,48835.994,45879.31,54451.026
6213,1004501,562212,Waste,61836.5,85296.25,70713.75,70362.5,73159.622,64198.534,61247.556,59769.0,60116.5,88083.25
6215,1003465,327213,Minerals,76033.108,60343.992,77687.5,85876.58,86992.78,86972.984,88334.736,86677.28,84341.74,73575.016
6216,1002031,211130,Petroleum and Natural Gas Systems,45930.856,42043.05,46096.19,40737.11,45256.39,45027.824,44392.481,61180.433,87169.069,64380.934
6217,1002241,325211,Other,34829.568,31392.132,35913.164,3876.936,33214.624,27646.896,35306.468,32028.68,30154.636,34219.072
6218,1002076,325199,"Chemicals,Waste",321131.306,279234.814,318673.098,303855.062,371480.064,379306.988,350877.452,336294.072,367299.514,363267.704
6219,1001843,562212,Waste,4124.65,4994.8,5509.45,5552.95,5955.65,5997.0,6501.55,8370.6,10355.35,14213.45
6220,1007832,562212,Waste,50040.082,51297.634,49682.394,55743.096,57933.692,55555.154,66874.346,64010.296,69164.213659,73267.042875
6221,1004544,562212,Waste,146933.5,147321.5,148165.75,148397.0,149446.75,147917.75,145299.25,141416.25,131505.25,117500.75
6222,1002607,336412,Other,29897.04,29949.762,20756.358,15359.566,14601.33,17511.412,32823.274,24875.208,33562.65,32691.756
6223,1003676,562212,Waste,239443.796,241511.294,247524.096,208589.744,196767.844,248507.446,243090.192,282980.646,270943.094,286442.496
6224,1001293,311221,Other,486561.368,415343.842,433184.132,420908.362,452012.97,473325.424,613618.182,635421.17,522740.784,486531.306
6227,1004416,321113,"Other,Waste",28222.996,28782.852,27600.95,29817.436,49523.496,54118.692,38603.946,38773.542,49152.29,46725.53
6228,1002130,321219,Other,42458.54,41778.992,43180.288,40542.548,40271.848,41920.992,40930.796,40913.796,41186.344,32609.128
6229,1005384,562212,Waste,35026.5,46227.0,45107.5,37248.0,47691.75,50836.0,52466.0,43996.5,46316.75,88331.75
6230,1004663,562212,Waste,104931.65,99061.8,94396.75,91058.85,88003.2,84876.05,75151.15,73482.6,71035.9,66321.75
6233,1006996,562212,Waste,54579.25,59977.75,162318.5,88815.75,85269.25,97857.75,93829.25,89720.0,85582.75,80600.5
6234,1006073,611310,Other,21866.268,32089.326,24659.402,25907.95,24017.708,22494.76,21283.916,23767.308,28018.844,34358.818
6235,1003697,562212,Waste,270980.4,205371.598,240759.298,212503.648,147190.598,139758.628,175443.278,201971.182,162758.192,196855.618
6236,1002512,562212,Waste,117068.25,113481.5,110118.0,108088.0,106777.35,105000.15,103978.75,103638.8,103002.768575,105198.06375
6237,1000592,325194,Chemicals,63764.284,63804.428,59837.412,62875.844,63157.506,66523.574,62917.688,67766.59,60195.65,59226.65
6238,1005270,562212,Waste,215983.2,229301.45,198936.5,192192.05,183410.2,177551.7,171647.1,164578.05,150936.55,145887.7
6239,1005271,562212,Waste,135033.348,123302.298,123500.698,145222.348,119506.748,120641.396,110005.248,89364.298,56265.448,72644.2
6240,1002425,562212,Waste,226015.962,157828.18,117075.514,205721.75,101734.05,170455.9,192071.698,191409.2,235273.05,126041.848
6242,1006928,486210,Petroleum and Natural Gas Systems,47343.742,52845.784,72808.842,59980.062,66877.11,73729.36,119858.272,91367.24,111709.892,90310.726
6243,1006187,611310,Other,89607.912,103081.712,127460.42,98694.528,93796.596,98487.38,95339.992,121998.04,86821.81,95408.396
6246,1000169,221112,Power Plants,3848.436,1790.444,6263.576,4357.684,5245.732,604.8,2353.644,783.5,14258.096,23183.616
6247,1005645,324199,Petroleum and Natural Gas Systems,197277.064,16860.102,104363.878,223063.188,103916.576,116375.496,122084.048,147011.896,184981.344,118037.774
6248,1005848,324199,Petroleum and Natural Gas Systems,259843.77,322637.39,304616.688,274654.122,265580.68,247371.756,243746.672,324163.2,319511.24,189414.712
6249,1005716,324199,Petroleum and Natural Gas Systems,131807.544,120133.206,114349.902,128753.348,131922.68,142121.68,122246.04,187149.672,176588.324,110413.604
6250,1007785,562212,Waste,129972.5,126619.25,127562.25,119898.75,87621.25,71479.25,68161.5,67225.25,63065.25,68931.5
6254,1002966,221330,Power Plants,72885.776,86461.238,95346.082,98371.718,89941.306,100113.788,119246.868,115970.192,122017.092,105457.316
6255,1001124,221112,Power Plants,83131.392,91221.212,78984.508,39608.904,22989.264,30201.588,7594.572,19497.328,4283.336,4698.584
6256,1001352,221112,Power Plants,645695.756,685133.512,607487.348,512327.152,503148.836,586108.928,461464.94,630649.812,411655.192,319725.616
6257,1001249,221112,Power Plants,401777.18,280172.158,388432.444,42064.502,101163.712,361739.726,377014.29,394745.146,329543.944,332416.53
6258,1000764,221112,Power Plants,992067.32,1135069.006,1806471.968,1558329.232,2865681.004,2560178.364,2363123.994,1429403.72,2146749.258,1782853.556
6259,1000567,221330,Power Plants,565.044,5007.036,11086.96,9407.122,14865.554,31002.432,38824.48,42914.88,39367.908,25422.412
6260,1001062,221112,Power Plants,1909118.568,1910211.976,1752534.198,2093713.464,2143808.166,1881593.428,2173849.924,2307680.312,2069813.29,2148526.802
6262,1001195,221112,Power Plants,1150922.4,1120929.312,1046206.86,1398601.828,1286848.098,1555747.192,1400503.258,1689155.882,1537197.416,1509657.572
6263,1007434,221112,Power Plants,14144.348,62851.72,56528.94,9416.964,22045.92,40763.0,24613.16,28472.296,72141.684,103898.516
6264,1010287,562212,Waste,44025.75,43442.25,42465.25,40788.0,34983.75,34204.0,33259.75,32403.75,31911.25,31655.75
6265,1000482,221117,Power Plants,45076.98,69785.938,72777.152,63353.55,52544.558,29193.71,37231.6,21442.4,106.2,98.1
6267,1001883,331314,"Metals,Waste",42197.548,46019.984,46752.028,35014.376,34133.18,46459.032,39853.702,39058.856,39344.154,47556.522
6271,1005042,562212,Waste,55596.5,65862.5,67137.5,55842.75,39434.25,43370.5,99378.0,72646.5,51781.0,70077.25
6277,1006935,221112,Power Plants,2590045.258,2962679.764,3512937.344,2733357.56,3270534.24,3665287.194,3084932.554,3616233.63,3653559.29,2906954.268
6278,1000095,221112,Power Plants,1081251.492,1957286.948,1646926.348,2056119.38,2321983.696,2267721.148,2110239.228,1508342.06,1972240.34,1961754.98
6279,1002909,325193,Other,44571.132,48993.316,47493.172,48474.868,48356.868,45030.78,13886.748,776.6,30773.584,11420.056
6280,1006774,221112,Power Plants,104056.372,99556.85,117735.858,87041.274,95539.814,94265.006,100061.986,87549.622,84341.982,75827.264
6281,1000824,221112,Power Plants,2424642.912,2682534.108,2227623.944,2151636.376,3010008.544,3248495.42,2433145.732,2070455.428,2686019.696,2008231.412
6282,1000161,221112,Power Plants,151532.636,105927.408,112186.284,89625.716,141786.624,132180.112,119980.904,69350.292,33458.976,26592.8
6283,1002806,486210,Petroleum and Natural Gas Systems,34832.642,54195.45,53651.4,55236.994,61004.184,55040.844,58614.132,58295.226,58728.088,56931.252
6284,1000822,221112,Power Plants,2098821.772,1795544.496,1596867.684,1791958.76,2070176.028,1843057.02,1520077.768,1517796.124,1858501.112,1428071.308
6288,1007870,713110,"Natural Gas and Natural Gas Liquids Suppliers,Power Plants",63422.66,109018.918,103309.498,99633.018,262436.888,218788.408,270051.84,255017.662,279381.782,243804.368
6289,1000754,221112,Power Plants,78532.86,131028.516,132917.156,61829.82,102882.568,97143.94,51603.46,67338.9,46735.276,63166.716
6293,1001162,221112,Power Plants,383459.076,162538.356,531415.26,283397.146,372394.094,488405.416,257332.146,328576.334,172031.108,167688.666
6294,1000809,221112,Power Plants,688856.048,425017.724,546515.224,169902.664,626081.032,267384.008,78960.724,90324.716,306375.216,144486.066
6296,1001264,221112,Power Plants,2391.892,1746.144,2194.392,3090.288,15206.644,21220.472,22807.616,39415.304,33595.976,4378.284
6297,1003799,331110,Metals,138827.216,31878.048,65214.104,190740.024,155774.12,176159.292,241384.612,229646.604,271563.588,287259.512
6299,1000305,322110,"Pulp and Paper,Waste",186659.408,172134.25,178237.714,175569.304,181355.35,172707.25,182583.318,312902.84,258394.904,337336.51
6300,1000311,322122,"Pulp and Paper,Waste",496707.982,379967.028,317540.308,300657.102,364831.508,404295.586,396181.222,363456.876,470086.746,455119.988
6301,1007808,562212,Waste,39630.6,33736.25,23954.75,25086.95,25291.05,24183.4,35459.2,26921.8,28510.1,84461.8
6311,1006482,333612,Other,8555.068,9238.216,9006.216,8377.768,8133.52,15616.536,27082.648,24237.4,24490.948,25047.496
6313,1002730,562212,Waste,214609.25,208417.0,202160.0,187230.75,175121.5,164854.0,160676.25,155545.5,149254.5,141580.0
6314,1001315,221112,Power Plants,1351631.04,1168328.32,1075294.064,1073657.02,866543.04,691591.536,640191.228,763591.02,909535.28,1172839.504
6317,1001113,221112,Power Plants,252893.592,180568.792,294835.574,430820.326,514231.684,449930.034,537535.3,526704.39,531859.278,459316.286
6318,1007887,221112,Power Plants,169882.62,162617.246,76131.568,67207.1,98971.582,27312.142,66690.148,32272.528,115993.12,25870.004
6320,1001150,221112,Power Plants,3528561.59,3925947.112,5237571.244,4282489.904,4752639.882,4634203.244,3121014.798,3676413.07,3934142.866,3024056.306
6326,1007161,221112,Power Plants,81519.694,170578.61,154032.17,52616.048,71672.938,47449.308,12329.526,16009.954,6116.062,23029.658
6327,1000752,221112,Power Plants,537032.66,571002.884,418616.848,522417.016,496648.46,463453.732,588392.72,446820.944,471334.904,449688.032
6328,1001333,221112,Power Plants,1572344.292752,1575466.3959868,1245343.829962,1022904.1339252,1224723.3301016,1354702.9019832,1203579.1135572,940554.2540724,1103415.112,1089461.912
6331,1000438,221112,Power Plants,10391.36,7984.42,15305.444,50449.164,39978.552,13872.648,19565.276,11449.956,16742.288,23343.264
6333,1001133,221112,Power Plants,635084.196,686738.956,474249.592,495761.212,569032.592,708077.476,553918.948,668345.124,327201.388,394116.44
6334,1000677,221112,Power Plants,223395.252,688871.466,830058.658,1010932.846,1264134.582,1854834.008,2129542.846,2202644.476,2131036.194,2455538.94
6335,1007781,221112,"Power Plants,Suppliers of CO2",1049139.88,816156.522,2205070.616,2118712.248,2254066.52,2278093.974,2353243.022,2251902.068,2141476.37,1605032.79
6336,1002883,311613,Other,65830.952,59714.776,63374.712,61189.72,61006.52,62463.464,61984.116,61381.168,73449.124,62243.916
6337,1005746,311613,Other,36013.964,36882.412,36428.412,34881.368,34382.616,37176.602,39057.052,44531.432,33402.724,31684.57
6340,1000461,531110,Other,168993.082,75074.082,97540.922,92202.376,104309.366,106524.162,101588.428,95670.386,102772.116,165256.134
6343,1000645,221112,Power Plants,416.794,416.794,5404.912,602.39,2033.668,23658.946,19327.534,14383.082,18770.412,14818.67
6344,1001550,221112,Power Plants,2745.34,5992.728,5294.78,6887.624,9767.164,165743.948,633390.922,771036.356,725010.806,909777.018
6345,1000693,221112,Power Plants,846183.464,1176201.04,999750.596,605801.556,915787.108,991672.776,398413.124,527064.948,730974.792,240488.76
6346,1000998,221112,Power Plants,241162.904,400162.716,407176.54,202897.496,196895.62,49216.414,214580.556,685847.908,1081851.64,1181843.62
6347,1000136,221112,Power Plants,1626471.072,1536813.204,1196410.968,491150.58,884575.772,1012840.296,676412.844,444423.352,439494.972,331278.024
6348,1000471,221112,Power Plants,56550.836,45020.884,50784.112,54418.6,39387.404,28991.144,27551.148,30154.036,46458.728,26502.808
6349,1001358,221112,Power Plants,297309.721,229873.548,414003.943,253799.235,313355.336,338927.244,88657.324,122544.0,143199.616,51773.26
6350,1001575,221112,Power Plants,587573.372,477251.232,525724.652,429945.756,324026.3,65114.196,75922.668,48083.872,263385.102,434124.676
6351,1006247,327410,Minerals,321205.774,329542.318,338455.482,362485.774,352367.22,339991.08,352965.948,357278.932,342263.478,339595.84
6355,1005655,311423,Other,58400.58,53423.048,51627.556,52973.6,53118.9,46341.876,54484.344,48109.868,46542.224,43279.936
6356,1001485,221112,Power Plants,2247146.854,2197237.696,2276742.322,2386209.566,2179865.522,2515066.658,1793903.572,0.0,0.0,0.0
6359,1010124,212112,Other,61078.25,59396.0,52496.75,26749.25,30132.5,26194.25,28600.0,32195.25,72719.5,64297.25
6361,1003667,562212,Waste,22512.25,23832.5,23310.5,23750.5,36903.25,41449.5,40384.25,43192.25,41303.0,44178.0
6363,1006682,213112,Petroleum and Natural Gas Systems,436261.582,498629.276,475250.048,238501.39,128690.602,125783.05,239819.19,302333.516,544158.476,425361.38
6366,1001171,221112,Power Plants,99602.326,76605.908,234038.028,57317.536,59934.816,20865.342,22604.016,25778.404,48200.072,30142.588
6367,1001600,221112,Power Plants,2683.54,5157.68,3033.288,2265.792,4366.184,2736.872,244639.948,25269.21,37901.562,137344.618
6368,1008217,211130,Petroleum and Natural Gas Systems,46194.026,50557.756,45016.572,39337.794,39657.098,48722.55132,52638.84,55527.096,54746.711,46548.065
6371,1008130,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",40228.284,68006.15,34216.078,45210.812,64401.67,79471.868,57207.498,40783.504,47858.784,50547.228
6372,1000099,324110,"Petroleum Product Suppliers,Refineries",1628207.494,1753053.91,1785755.478,1799835.564,1634111.902,1713919.904,1673721.252,1665535.192,1561268.752,1614389.786
6374,1004936,562212,Waste,51853.5,66988.7,99924.1,101823.45,112929.6,114374.25,91192.25,122660.936,37862.7,41146.95
6376,1006799,211130,Petroleum and Natural Gas Systems,138872.738,136878.948,143963.182,145699.332,138972.8,159476.8532,158308.964,164770.681,169311.046,163021.588
6377,1002746,562212,Waste,92818.5,121108.25,111641.5,119654.75,143486.0,135501.0,120647.0,170591.75,98425.0,184175.0
6378,1005672,221112,Power Plants,724.948,5626.532,15968.54,21911.12,21415.58,11321.26,14905.596,6492.98,7715.124,2114.692
6379,1001159,221112,Power Plants,151546.088,44229.888,247605.632,269635.8,492486.876,453079.72,171904.164,176531.798,222600.172,167322.098
6380,1006554,221112,Power Plants,75295.597,76614.991,109920.317,43078.79,95648.396,80312.404,22417.616,21533.495,28057.271,21331.097
6381,1000823,221112,Power Plants,44532.959,46563.603,64722.135,43858.963,65160.608,60520.376,26163.304,12468.929,21105.197,15551.142
6382,1007308,221112,Power Plants,269451.682,292876.568,274038.784,234314.084,234819.08,85457.284,41980.744,105650.408,152678.936,110365.34
6384,1001322,221112,Power Plants,371064.676,542064.08,1340633.528,386804.79,726242.338,473606.128,145859.556,171624.336,410128.932,241322.83
6385,1007826,562212,Waste,17309.1,6245.95,7453.05,11326.15,11823.75,20241.95,25580.2,33590.4,17924.8,22819.95
6386,1001037,221112,Power Plants,4043156.652,7685180.936,11396897.614,10459954.198,11386652.238,12257129.758,15803502.72,14796876.872,17894711.916,15537793.096
6387,1000271,221112,Power Plants,1396292.476,1203488.64,1075815.464,900365.212,854358.184,827192.384,1007672.564,748279.828,1016548.284,1090186.408
6388,1001317,221112,Power Plants,50374.464,31314.736,24802.512,10548.812,49035.872,47127.576,38417.96,39916.0,64635.46,37641.412
6390,1002267,211130,Petroleum and Natural Gas Systems,23973.514,38002.014,35532.424,38384.368,36401.37,37717.212,40731.42,34362.982,40635.832,34970.128
6391,1001054,221112,Power Plants,16884.222,11877.332,29580.334,15368.64,18159.964,26396.75,25624.336,12298.402,19073.726,9486.706
6392,1001047,221112,Power Plants,112662.732,111088.888,112139.684,79547.104,101252.524,93974.152,79482.556,63036.968,101960.52,109601.992
6393,1000808,221112,Power Plants,162011.2,345964.468,470988.056,230357.396,249922.972,24431.36,16970.488,26871.9,83872.488,90226.716
6398,1000412,221112,Power Plants,2826.554,2306.412,20836.018,71886.19,36511.216,56596.924,39275.106,36709.048,43044.064,74323.7
6400,1001182,221112,Power Plants,70845.394,96136.844,353924.25,214463.578,199172.774,345998.928,272204.07,200297.436,270812.56,195427.342
6402,1000485,221112,Power Plants,131234.864,130376.36,112303.97,15881.34,165756.356,265688.116,222941.784,226415.428,240022.76,55262.496
6407,1001068,325998,Chemicals,41848.092,43225.088,41019.496,40673.648,40993.196,39142.852,44273.784,41017.796,40293.848,39834.0
6411,1000787,221112,"Power Plants,Waste",5198616.712,6812057.656,5893158.052,5859539.724,7672296.456,8363065.2,11585041.542,9425131.22,13314016.442,11206628.16
6415,1010671,562212,Waste,23127.0,23202.25,37789.5,36466.75,43432.75,59223.25,42100.5,35028.0,28456.0,24231.0
6417,1010048,212112,Other,201525.0,175575.0,49250.0,50563.75,75225.0,104317.5,73202.5,61402.5,61670.0,84452.5
6419,1003871,562212,Waste,3931.248,2853.696,2955.648,3062.946,3579.638,17721.946,17996.648,20361.148,30673.413434,31025.0
6420,1001312,221112,Power Plants,68083.448,26916.4,63685.764,95642.696,167118.432,116687.868,166958.032,74544.324,151647.988,171535.864
6421,1004856,562212,Waste,495924.572,852708.482,765031.938,742854.106,1108708.288,976976.014,1036029.078,1089090.778,1110258.192,999732.544
6423,1001035,221112,Power Plants,6874470.46,5307610.078,7079950.552,8239058.92,6122966.488,6833938.266,6723732.19,7129194.96,6979059.87,7739897.43
6425,1005495,611310,Other,41745.292,68058.244,65314.004,71530.38,73671.472,79690.5,70511.384,61674.568,67127.5,63740.212
